Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
usa_1593,5/10/2024,USA,Chicago,43.1,64,77.5,346,None,Koeppen-A,Temperate,Wetland,46.3,10,NW,Spring,2156884,6780988.95,2
usa_1594,5/11/2024,USA,Chicago,15.3,25,196.4,61,None,Koeppen-C,Temperate,Grassland,16.6,1.6,SW,Spring,4615191,91144744.1,7
usa_1595,5/12/2024,USA,Chicago,42.5,35,170.3,167,None,Koeppen-B,Temperate,Wetland,44.2,39.4,SE,Spring,3506959,91815724.93,2
usa_1596,5/13/2024,USA,Chicago,27.5,74,173,402,Drought,Koeppen-C,Temperate,Grassland,31.2,11.7,SW,Spring,8750827,32141265.15,2
usa_1597,5/14/2024,USA,Chicago,37.2,46,80.8,349,None,Koeppen-C,Temperate,Desert,39.5,13.9,SE,Spring,5125135,26411183.95,4
usa_1598,5/15/2024,USA,Chicago,-8.3,40,151.1,93,None,Koeppen-C,Temperate,Tundra,-6.3,34.4,W,Spring,4803596,13755933.79,10
usa_1599,5/16/2024,USA,Chicago,-1.1,18,64.3,188,Hurricane,Koeppen-D,Temperate,Wetland,-0.2,6,SW,Spring,6572656,55167949.32,7
usa_1600,5/17/2024,USA,Chicago,34,26,40.5,238,None,Koeppen-A,Temperate,Grassland,35.3,2.5,E,Spring,5415714,32032240.14,3
usa_1601,5/18/2024,USA,Chicago,42.1,91,12.9,173,None,Koeppen-C,Temperate,Desert,46.6,9.8,S,Spring,3209681,31573017.14,8
usa_1602,5/19/2024,USA,Chicago,41.1,31,167.7,335,None,Koeppen-D,Temperate,Tundra,42.6,17.3,NE,Spring,8187895,56493149.06,8
usa_1603,5/20/2024,USA,Chicago,10.6,43,184.7,286,Drought,Koeppen-B,Temperate,Desert,12.8,12.8,W,Spring,7923015,10287018.73,3
usa_1604,5/21/2024,USA,Chicago,-3,24,186.5,298,Heatwave,Koeppen-B,Temperate,Desert,-1.8,11.9,NW,Spring,5926003,86919659.44,2
usa_1605,5/22/2024,USA,Chicago,24.1,49,155.2,203,None,Koeppen-A,Temperate,Grassland,26.6,16.1,E,Spring,4011966,68599774.38,1
usa_1606,5/23/2024,USA,Chicago,25.1,36,138.6,89,Heatwave,Koeppen-A,Temperate,Grassland,26.9,16,W,Spring,2731083,61592784.22,6
usa_1607,5/24/2024,USA,Chicago,36.7,99,180,497,None,Koeppen-A,Temperate,Grassland,41.7,33,N,Spring,6952159,44763745.46,5
usa_1608,5/25/2024,USA,Chicago,-6.5,18,179.4,332,None,Koeppen-D,Temperate,Desert,-5.6,25.5,SW,Spring,8532459,53989185.64,2
usa_1609,5/26/2024,USA,Chicago,43.5,67,53,294,None,Koeppen-D,Temperate,Forest,46.9,5.4,SE,Spring,2101785,8437128.85,7
usa_1610,5/27/2024,USA,Chicago,14.7,15,127.7,372,None,Koeppen-D,Temperate,Desert,15.4,32.9,NE,Spring,1645599,24074972.32,8
usa_1611,5/28/2024,USA,Chicago,10.1,57,0.3,331,None,Koeppen-B,Temperate,Wetland,12.9,32.3,NW,Spring,8669223,31108298.52,10
usa_1612,5/29/2024,USA,Chicago,43.8,75,191.3,191,None,Koeppen-A,Temperate,Grassland,47.5,8.2,W,Spring,6837499,58066213.68,7
usa_1613,5/30/2024,USA,Chicago,-4.3,12,138.4,123,None,Koeppen-C,Temperate,Tundra,-3.7,32.6,N,Spring,227648,64508833.76,10
usa_1614,5/31/2024,USA,Chicago,20.4,37,102.7,318,Hurricane,Koeppen-C,Temperate,Grassland,22.2,16.4,SE,Spring,3351216,78593889.65,1
usa_1615,6/1/2024,USA,Chicago,34.8,93,171.1,128,None,Koeppen-D,Temperate,Tundra,39.4,19,W,Summer,3202832,3162595.07,1
usa_1616,6/2/2024,USA,Chicago,-1.8,63,105.6,84,None,Koeppen-D,Temperate,Grassland,1.4,31.3,S,Summer,7544593,7298485.38,9
usa_1617,6/3/2024,USA,Chicago,15.7,59,60,161,None,Koeppen-D,Temperate,Tundra,18.6,35.8,SW,Summer,7284030,7596143.87,10
usa_1618,6/4/2024,USA,Chicago,-4.6,44,152.8,355,None,Koeppen-C,Temperate,Desert,-2.4,17.1,SW,Summer,8061476,77194083.96,8
usa_1619,6/5/2024,USA,Chicago,-6.9,38,188.8,201,None,Koeppen-A,Temperate,Desert,-5,4,SW,Summer,9454525,38820325.85,9
usa_1620,6/6/2024,USA,Chicago,27.8,60,160.4,242,None,Koeppen-B,Temperate,Grassland,30.8,22.9,S,Summer,9845647,66192144.25,7
usa_1621,6/7/2024,USA,Chicago,2.1,43,81.7,377,Heatwave,Koeppen-C,Temperate,Desert,4.2,27.8,W,Summer,806249,48092446.65,7
usa_1622,6/8/2024,USA,Chicago,4.5,63,56.6,170,None,Koeppen-D,Temperate,Tundra,7.7,7.2,SE,Summer,1470572,17860602.69,5
usa_1623,6/9/2024,USA,Chicago,27.5,29,120.1,124,None,Koeppen-D,Temperate,Wetland,28.9,2.6,S,Summer,9478150,3976854.77,5
usa_1624,6/10/2024,USA,Chicago,1,84,161.2,177,Heatwave,Koeppen-A,Temperate,Grassland,5.2,16.4,W,Summer,7859226,79422409.76,8
usa_1625,6/11/2024,USA,Chicago,4.4,57,194.2,361,None,Koeppen-B,Temperate,Desert,7.2,25.2,SE,Summer,1406039,23158909.15,9
usa_1626,6/12/2024,USA,Chicago,34.1,27,131.5,448,None,Koeppen-B,Temperate,Desert,35.5,10.7,N,Summer,9241852,488269.39,5
usa_1627,6/13/2024,USA,Chicago,9.9,27,177.6,471,None,Koeppen-B,Temperate,Desert,11.2,40,W,Summer,3477557,64957767.96,2
usa_1628,6/14/2024,USA,Chicago,-1,18,174.7,213,None,Koeppen-D,Temperate,Desert,-0.1,26,E,Summer,257459,23967215.44,9
usa_1629,6/15/2024,USA,Chicago,31.5,94,144.7,20,None,Koeppen-B,Temperate,Tundra,36.2,16.9,SE,Summer,3360044,87505677.77,7
usa_1630,6/16/2024,USA,Chicago,-10,73,13,147,None,Koeppen-A,Temperate,Desert,-6.3,27.8,NW,Summer,4444333,95091431.14,10
usa_1631,6/17/2024,USA,Chicago,37.1,95,93.7,83,None,Koeppen-B,Temperate,Grassland,41.9,11.7,NE,Summer,798088,2931401.56,2
usa_1632,6/18/2024,USA,Chicago,20.2,61,193.7,12,Flood,Koeppen-A,Temperate,Tundra,23.2,36,S,Summer,9874598,37177190.38,2
usa_1633,6/19/2024,USA,Chicago,22,51,105.4,404,None,Koeppen-C,Temperate,Desert,24.6,27.1,W,Summer,8526045,58183682.1,1
usa_1634,6/20/2024,USA,Chicago,35.6,52,124.8,496,None,Koeppen-D,Temperate,Grassland,38.2,18.9,E,Summer,9746849,46987802.08,1
usa_1635,6/21/2024,USA,Chicago,2.3,81,8.9,10,None,Koeppen-C,Temperate,Forest,6.3,39.1,NW,Summer,3568326,23846320,2
usa_1636,6/22/2024,USA,Chicago,-0.8,56,131.7,478,None,Koeppen-C,Temperate,Desert,2,9.4,W,Summer,9663670,68324098.64,4
usa_1637,6/23/2024,USA,Chicago,-9,67,49.4,400,Hurricane,Koeppen-A,Temperate,Desert,-5.7,14.9,NW,Summer,5414897,60696135.66,9
usa_1638,6/24/2024,USA,Chicago,-0.8,87,53.6,37,None,Koeppen-C,Temperate,Wetland,3.6,35.9,SE,Summer,6740351,85575004.15,1
usa_1639,6/25/2024,USA,Chicago,-7.8,70,150.3,311,Hurricane,Koeppen-A,Temperate,Forest,-4.3,14.7,S,Summer,9870993,66665607.22,8
usa_1640,6/26/2024,USA,Chicago,16.5,26,154.4,403,None,Koeppen-A,Temperate,Grassland,17.8,21,W,Summer,3264161,8602452.73,1
usa_1641,6/27/2024,USA,Chicago,35.2,74,196.6,14,None,Koeppen-B,Temperate,Desert,38.9,1.1,W,Summer,6599130,96236266.59,10
usa_1642,6/28/2024,USA,Chicago,35.4,69,129.5,83,None,Koeppen-A,Temperate,Grassland,38.9,16.6,N,Summer,469082,28747041.2,9
usa_1643,6/29/2024,USA,Chicago,6.8,12,107.3,320,None,Koeppen-A,Temperate,Desert,7.4,25.6,E,Summer,2391437,95726120.05,3
usa_1644,6/30/2024,USA,Chicago,-8,47,72.3,283,None,Koeppen-D,Temperate,Grassland,-5.7,23.7,E,Summer,4082541,34672213.28,4
usa_1645,7/1/2024,USA,Chicago,38.8,76,67,41,None,Koeppen-C,Temperate,Tundra,42.6,13.3,E,Summer,3593090,37309936.17,10
usa_1646,7/2/2024,USA,Chicago,37,70,152.3,396,None,Koeppen-B,Temperate,Tundra,40.5,39.1,NE,Summer,4483828,85651866.92,4
usa_1647,7/3/2024,USA,Chicago,7.2,92,97.7,251,Flood,Koeppen-A,Temperate,Forest,11.8,18.4,S,Summer,2813200,20878766.42,2
usa_1648,7/4/2024,USA,Chicago,12,12,112.4,242,Drought,Koeppen-C,Temperate,Forest,12.6,19.1,S,Summer,2612810,71382592.28,3
usa_1649,7/5/2024,USA,Chicago,16.6,65,122,274,Drought,Koeppen-A,Temperate,Desert,19.9,7.1,NW,Summer,3529038,92982128.48,7
usa_1650,7/6/2024,USA,Chicago,38.6,71,24.9,289,None,Koeppen-C,Temperate,Grassland,42.1,27.7,E,Summer,7918533,68709469.16,9
usa_1651,7/7/2024,USA,Chicago,-8.8,70,80.8,24,Drought,Koeppen-C,Temperate,Tundra,-5.3,15.5,SW,Summer,9607850,22985146.61,2
usa_1652,7/8/2024,USA,Chicago,27.7,14,109.4,34,Hurricane,Koeppen-B,Temperate,Wetland,28.4,6.5,W,Summer,9601524,93972790.02,8
usa_1653,7/9/2024,USA,Chicago,31.7,87,165.5,169,None,Koeppen-C,Temperate,Forest,36,26.4,E,Summer,8096063,15400366.84,4
usa_1654,7/10/2024,USA,Chicago,23.6,49,43.5,370,None,Koeppen-B,Temperate,Tundra,26.1,31.4,NE,Summer,4580159,44792445.02,2
usa_1655,7/11/2024,USA,Chicago,41.2,20,10.8,153,None,Koeppen-A,Temperate,Tundra,42.2,7.9,N,Summer,4711863,88092203.63,9
usa_1656,7/12/2024,USA,Chicago,15.4,43,38.3,270,None,Koeppen-A,Temperate,Grassland,17.6,6.2,NW,Summer,805129,20245510.77,3
usa_1657,7/13/2024,USA,Chicago,4.9,42,148,371,None,Koeppen-C,Temperate,Tundra,7,27.4,SE,Summer,7268223,97142845.53,4
usa_1658,7/14/2024,USA,Chicago,0.5,13,75.1,420,None,Koeppen-C,Temperate,Grassland,1.1,32.9,S,Summer,1029919,44264073.43,10
usa_1659,7/15/2024,USA,Chicago,30.6,31,124.5,207,None,Koeppen-B,Temperate,Wetland,32.1,21.3,SW,Summer,9927172,39041711.89,2
usa_1660,7/16/2024,USA,Chicago,-3.6,19,161.3,498,None,Koeppen-A,Temperate,Desert,-2.6,9.9,E,Summer,7849439,14435870.05,8
usa_1661,7/17/2024,USA,Chicago,12.3,56,39,41,None,Koeppen-C,Temperate,Grassland,15.1,17,NW,Summer,6826014,62348240.76,4
usa_1662,7/18/2024,USA,Chicago,6.5,64,134.3,160,None,Koeppen-B,Temperate,Grassland,9.7,25.8,SW,Summer,8084406,75416786.25,4
usa_1663,7/19/2024,USA,Chicago,38.5,74,71.9,305,None,Koeppen-B,Temperate,Wetland,42.2,24.4,NE,Summer,3409652,16415834.86,5
usa_1664,7/20/2024,USA,Chicago,-7.3,50,87.1,459,None,Koeppen-C,Temperate,Desert,-4.8,29.9,SW,Summer,6002554,86598049.71,5
usa_1665,7/21/2024,USA,Chicago,-5.7,33,1.4,487,None,Koeppen-D,Temperate,Tundra,-4,28.1,NW,Summer,5762980,3349995.13,9
usa_1666,7/22/2024,USA,Chicago,-5.6,49,132,433,None,Koeppen-A,Temperate,Grassland,-3.1,25.6,SE,Summer,576593,30486684.81,3
usa_1667,7/23/2024,USA,Chicago,13.9,20,24,61,None,Koeppen-B,Temperate,Wetland,14.9,31.6,NW,Summer,1014728,5915956.9,6
usa_1668,7/24/2024,USA,Chicago,14.1,38,188.9,443,Flood,Koeppen-A,Temperate,Wetland,16,2,N,Summer,8529616,63189799.03,1
usa_1669,7/25/2024,USA,Chicago,34,68,169.9,351,None,Koeppen-C,Temperate,Forest,37.4,7.5,W,Summer,7899867,64851310.71,4
usa_1670,7/26/2024,USA,Chicago,28.8,31,92.8,184,None,Koeppen-D,Temperate,Grassland,30.4,30.8,SE,Summer,8939082,2199123.63,10
usa_1671,7/27/2024,USA,Chicago,-6.8,54,91.5,214,None,Koeppen-A,Temperate,Forest,-4.1,36.9,E,Summer,8553347,52303513.05,8
usa_1672,7/28/2024,USA,Chicago,-6.4,79,75.5,65,Heatwave,Koeppen-A,Temperate,Forest,-2.5,17.9,NW,Summer,7064538,98188054.39,10
usa_1673,7/29/2024,USA,Chicago,30,79,23,103,None,Koeppen-A,Temperate,Desert,34,21.9,NW,Summer,5734741,25685296.64,7
usa_1674,7/30/2024,USA,Chicago,43.3,21,65.1,133,None,Koeppen-A,Temperate,Tundra,44.3,11.9,SW,Summer,5830148,40786681.63,8
usa_1675,7/31/2024,USA,Chicago,6.1,77,166.7,381,None,Koeppen-C,Temperate,Desert,9.9,26.7,S,Summer,7426943,12534960.25,5
usa_1676,8/1/2024,USA,Chicago,23.9,97,188,85,None,Koeppen-D,Temperate,Forest,28.8,25.9,W,Summer,9872196,78782704.36,10
usa_1677,8/2/2024,USA,Chicago,-7.9,32,132.7,137,None,Koeppen-D,Temperate,Forest,-6.3,22.2,N,Summer,8733375,7252149.56,5
usa_1678,8/3/2024,USA,Chicago,41,44,0.5,45,None,Koeppen-A,Temperate,Wetland,43.2,2,NE,Summer,4801206,87228569.88,5
usa_1679,8/4/2024,USA,Chicago,1.8,59,119.7,271,None,Koeppen-C,Temperate,Forest,4.8,10.3,W,Summer,8477016,87384629.96,1
usa_1680,8/5/2024,USA,Chicago,0.9,26,139.4,417,Flood,Koeppen-A,Temperate,Tundra,2.2,30.7,E,Summer,9197814,90729421.85,3
usa_1681,8/6/2024,USA,Chicago,6.7,96,147.4,29,None,Koeppen-A,Temperate,Desert,11.5,27.4,SE,Summer,3523776,41237787.69,6
usa_1682,8/7/2024,USA,Chicago,41,23,131.6,128,None,Koeppen-C,Temperate,Desert,42.1,30.4,E,Summer,4345039,18495764.38,9
usa_1683,8/8/2024,USA,Chicago,-8.5,85,182.2,335,None,Koeppen-B,Temperate,Desert,-4.2,14,SW,Summer,6499807,19640895.66,1
usa_1684,8/9/2024,USA,Chicago,41.8,23,187.7,26,None,Koeppen-C,Temperate,Desert,42.9,23.4,W,Summer,3117464,48856938.36,10
usa_1685,8/10/2024,USA,Chicago,15.9,36,160,422,None,Koeppen-B,Temperate,Wetland,17.7,12.6,W,Summer,4090751,69614198.56,7
usa_1686,8/11/2024,USA,Chicago,3.5,30,33.6,165,Drought,Koeppen-C,Temperate,Forest,5,1.7,E,Summer,1202819,59049366.81,3
usa_1687,8/12/2024,USA,Chicago,21.5,18,93.5,347,Drought,Koeppen-A,Temperate,Tundra,22.4,3.9,E,Summer,7765931,69027272.01,7
usa_1688,8/13/2024,USA,Chicago,2.4,93,146.6,351,Hurricane,Koeppen-D,Temperate,Desert,7.1,29,S,Summer,9060203,55118453.09,2
usa_1689,8/14/2024,USA,Chicago,-4.6,23,20.9,194,None,Koeppen-B,Temperate,Forest,-3.4,19.5,N,Summer,3017938,44420769.27,7
usa_1690,8/15/2024,USA,Chicago,25.5,53,8.5,175,None,Koeppen-C,Temperate,Grassland,28.1,5.9,SE,Summer,1834946,73227212.43,2
usa_1691,8/16/2024,USA,Chicago,-8.9,97,106.7,271,None,Koeppen-D,Temperate,Wetland,-4,14.8,S,Summer,3357588,18617606.93,5
usa_1692,8/17/2024,USA,Chicago,2.3,23,196.8,495,None,Koeppen-A,Temperate,Desert,3.5,11.7,N,Summer,5535423,38091652.71,6
usa_1693,8/18/2024,USA,Chicago,12.3,38,114.7,230,None,Koeppen-C,Temperate,Tundra,14.2,16.8,N,Summer,1376407,45883052.97,5
usa_1694,8/19/2024,USA,Chicago,17.8,30,102.8,431,None,Koeppen-A,Temperate,Grassland,19.3,22.8,N,Summer,5068405,73185714.88,8
usa_1695,8/20/2024,USA,Chicago,37.6,43,187.8,28,None,Koeppen-D,Temperate,Grassland,39.8,18.7,W,Summer,4311051,60813170.55,8
usa_1696,8/21/2024,USA,Chicago,6.2,28,34.9,87,Flood,Koeppen-C,Temperate,Forest,7.6,35.5,N,Summer,8195863,22490818.12,10
usa_1697,8/22/2024,USA,Chicago,13.6,52,199.5,361,Heatwave,Koeppen-A,Temperate,Desert,16.2,19.2,W,Summer,6087841,96638559.7,9
usa_1698,8/23/2024,USA,Chicago,13.8,62,79.4,139,None,Koeppen-C,Temperate,Tundra,16.9,37.7,S,Summer,3112946,49727310.68,5
usa_1699,8/24/2024,USA,Chicago,2.2,43,9.3,177,None,Koeppen-C,Temperate,Desert,4.3,36.9,N,Summer,8863147,6894587.21,8
usa_1700,8/25/2024,USA,Chicago,-6,28,195.8,381,Hurricane,Koeppen-A,Temperate,Desert,-4.6,6.7,N,Summer,5733219,15258337.53,8
usa_1701,8/26/2024,USA,Chicago,8.7,83,137.9,146,None,Koeppen-B,Temperate,Desert,12.8,19.4,S,Summer,8197725,57044174.86,9
usa_1702,8/27/2024,USA,Chicago,36.1,99,41.3,441,None,Koeppen-D,Temperate,Grassland,41.1,35.7,S,Summer,5425062,58859102.58,8
usa_1703,8/28/2024,USA,Chicago,44.4,14,186.3,382,None,Koeppen-A,Temperate,Desert,45.1,3.9,N,Summer,4661469,33526816.83,4
usa_1704,8/29/2024,USA,Chicago,10.8,22,74.7,263,Hurricane,Koeppen-C,Temperate,Desert,11.9,36.1,SE,Summer,7938893,63699523.41,4
usa_1705,8/30/2024,USA,Chicago,6.5,55,96.2,426,Drought,Koeppen-B,Temperate,Desert,9.2,27.4,SE,Summer,9609965,54126593.35,9
usa_1706,8/31/2024,USA,Chicago,36.5,48,146,102,None,Koeppen-A,Temperate,Grassland,38.9,22.3,SW,Summer,6194518,70712708.84,5
usa_1707,9/1/2024,USA,Chicago,3.1,35,127,153,None,Koeppen-A,Temperate,Grassland,4.8,38.4,SE,Autumn,2998272,23325842.75,9
usa_1708,9/2/2024,USA,Chicago,39.3,86,102,216,Heatwave,Koeppen-B,Temperate,Tundra,43.6,30.8,W,Autumn,710364,53746228.87,2
usa_1709,9/3/2024,USA,Chicago,0.6,100,188.5,249,None,Koeppen-B,Temperate,Wetland,5.6,39.1,N,Autumn,6687896,95198398.75,8
usa_1710,9/4/2024,USA,Chicago,3.1,92,118.4,350,Heatwave,Koeppen-B,Temperate,Tundra,7.7,14.1,NW,Autumn,3521929,92059924.82,9
usa_1711,9/5/2024,USA,Chicago,21.6,49,126.3,69,None,Koeppen-B,Temperate,Forest,24.1,24.2,SW,Autumn,1155025,17320454.58,1
usa_1712,9/6/2024,USA,Chicago,22.4,67,108.7,149,None,Koeppen-C,Temperate,Tundra,25.8,28,SW,Autumn,1210975,84173853.2,7
usa_1713,9/7/2024,USA,Chicago,9.3,79,98.3,217,Drought,Koeppen-B,Temperate,Desert,13.2,18.1,NW,Autumn,4764880,45444432.19,4
usa_1714,9/8/2024,USA,Chicago,7.8,86,132.9,331,Heatwave,Koeppen-C,Temperate,Wetland,12.1,28.5,NW,Autumn,8750126,92323315.45,5
usa_1715,9/9/2024,USA,Chicago,30.8,30,26.4,325,None,Koeppen-A,Temperate,Wetland,32.3,3.8,E,Autumn,4750744,91099241.96,2
usa_1716,9/10/2024,USA,Chicago,37.7,43,74.2,147,Flood,Koeppen-B,Temperate,Tundra,39.9,14.9,NE,Autumn,5475081,28327573.34,4
usa_1717,9/11/2024,USA,Chicago,14.1,90,183,385,None,Koeppen-B,Temperate,Forest,18.6,10.6,W,Autumn,3497591,26954392.43,3
usa_1718,9/12/2024,USA,Chicago,10.5,42,70.2,166,Flood,Koeppen-A,Temperate,Forest,12.6,24.1,N,Autumn,8103056,51895712.52,8
usa_1719,9/13/2024,USA,Chicago,33.8,58,141.4,163,None,Koeppen-A,Temperate,Forest,36.7,11.6,SW,Autumn,4976364,79713586.6,6
usa_1720,9/14/2024,USA,Chicago,34.4,69,102.1,61,None,Koeppen-B,Temperate,Desert,37.9,10.6,N,Autumn,7492492,56487026.72,7
usa_1721,9/15/2024,USA,Chicago,-8.4,31,118.4,275,Heatwave,Koeppen-A,Temperate,Forest,-6.9,30.2,SE,Autumn,2209308,7857964.9,4
usa_1722,9/16/2024,USA,Chicago,41.4,15,96.3,119,None,Koeppen-B,Temperate,Grassland,42.1,17.7,SW,Autumn,5472740,4999099.91,9
usa_1723,9/17/2024,USA,Chicago,2.2,15,49.6,307,None,Koeppen-D,Temperate,Tundra,3,12.3,E,Autumn,4038781,46016444.73,8
usa_1724,9/18/2024,USA,Chicago,9.1,16,161.4,430,None,Koeppen-B,Temperate,Grassland,9.9,13,W,Autumn,7788556,12136155.94,5
usa_1725,9/19/2024,USA,Chicago,11.1,12,51.6,101,None,Koeppen-B,Temperate,Tundra,11.7,27.7,NE,Autumn,1484112,67740044.09,10
usa_1726,9/20/2024,USA,Chicago,33.5,61,133.4,223,None,Koeppen-A,Temperate,Forest,36.5,11.4,E,Autumn,8549566,92056517.95,3
usa_1727,9/21/2024,USA,Chicago,12.9,50,105.9,425,None,Koeppen-C,Temperate,Wetland,15.4,38.5,SE,Autumn,4978351,17023493.81,9
usa_1728,9/22/2024,USA,Chicago,38.3,50,118.9,32,None,Koeppen-A,Temperate,Grassland,40.8,39.8,SW,Autumn,8243033,64284429,4
usa_1729,9/23/2024,USA,Chicago,36.5,81,84.5,499,None,Koeppen-D,Temperate,Grassland,40.5,6.9,NW,Autumn,1093401,97114927.85,5
usa_1730,9/24/2024,USA,Chicago,-4.4,71,155.7,311,None,Koeppen-B,Temperate,Wetland,-0.9,6.6,NW,Autumn,8022127,22812613.17,8
usa_1731,9/25/2024,USA,Chicago,-5.7,68,126.4,253,None,Koeppen-C,Temperate,Wetland,-2.3,27.1,W,Autumn,4163949,49673917.93,8
usa_1732,9/26/2024,USA,Chicago,36.2,43,17,97,None,Koeppen-B,Temperate,Forest,38.4,27.6,S,Autumn,8638321,48500151.22,6
usa_1733,9/27/2024,USA,Chicago,34.5,68,188.2,227,Heatwave,Koeppen-A,Temperate,Desert,37.9,35.6,N,Autumn,7265192,6374919.51,9
usa_1734,9/28/2024,USA,Chicago,41,10,11.4,240,None,Koeppen-B,Temperate,Wetland,41.5,4.3,W,Autumn,5898824,3660949.46,2
usa_1735,9/29/2024,USA,Chicago,31.3,25,155.7,44,None,Koeppen-D,Temperate,Desert,32.5,15.1,SW,Autumn,4438500,92817175.26,7
usa_1736,9/30/2024,USA,Chicago,18.8,75,144.9,254,None,Koeppen-A,Temperate,Forest,22.6,11.7,S,Autumn,3258272,10391967.36,9
usa_1737,10/1/2024,USA,Chicago,30.3,99,152.8,180,None,Koeppen-C,Temperate,Desert,35.2,2.1,NE,Autumn,7981850,12274381.71,6
usa_1738,10/2/2024,USA,Chicago,35.2,66,91.1,212,None,Koeppen-B,Temperate,Wetland,38.5,7.6,W,Autumn,8654391,13534986.47,5
usa_1739,10/3/2024,USA,Chicago,23.4,90,19.5,127,None,Koeppen-D,Temperate,Desert,27.9,35.1,N,Autumn,7248366,79070967.52,6
usa_1740,10/4/2024,USA,Chicago,3.7,88,50.8,87,Heatwave,Koeppen-A,Temperate,Tundra,8.1,13.1,N,Autumn,6319681,79979882.92,10
usa_1741,10/5/2024,USA,Chicago,-1.3,26,36.4,279,None,Koeppen-C,Temperate,Forest,0,13.4,N,Autumn,2664172,85283774.86,5
usa_1742,10/6/2024,USA,Chicago,14.6,41,107.1,60,None,Koeppen-B,Temperate,Tundra,16.6,3.6,E,Autumn,988887,67234022.34,1
usa_1743,10/7/2024,USA,Chicago,35.2,62,6.4,67,None,Koeppen-C,Temperate,Desert,38.3,39.1,N,Autumn,3182897,44993688.78,9
usa_1744,10/8/2024,USA,Chicago,29.4,28,81.1,202,None,Koeppen-C,Temperate,Wetland,30.8,11.4,NW,Autumn,7844634,2874646.91,9
usa_1745,10/9/2024,USA,Chicago,20.1,78,47.4,341,None,Koeppen-A,Temperate,Forest,24,26.8,SW,Autumn,4309130,86223259.85,9
usa_1746,10/10/2024,USA,Chicago,7.2,70,10.8,168,None,Koeppen-A,Temperate,Grassland,10.7,6.9,W,Autumn,9066465,97447972.99,8
usa_1747,10/11/2024,USA,Chicago,-0.5,91,88.6,80,None,Koeppen-C,Temperate,Tundra,4,32.6,SE,Autumn,3025303,38744524.44,2
usa_1748,10/12/2024,USA,Chicago,28,44,170.7,271,None,Koeppen-B,Temperate,Wetland,30.2,37.9,E,Autumn,5191128,24443633.21,5
usa_1749,10/13/2024,USA,Chicago,22.4,35,18.8,376,None,Koeppen-D,Temperate,Tundra,24.1,1.6,N,Autumn,3741562,98453861.25,7
usa_1750,10/14/2024,USA,Chicago,40.5,62,6.1,213,None,Koeppen-C,Temperate,Forest,43.6,10.2,W,Autumn,9678482,23887652.98,6
usa_1751,10/15/2024,USA,Chicago,39.8,74,135.6,38,None,Koeppen-A,Temperate,Tundra,43.5,17.1,W,Autumn,8931430,98382976.21,7
usa_1752,10/16/2024,USA,Chicago,32.8,86,88,188,None,Koeppen-C,Temperate,Grassland,37.1,0.2,NW,Autumn,7046340,14004164.86,4
usa_1753,10/17/2024,USA,Chicago,36.7,88,66.8,67,Flood,Koeppen-A,Temperate,Grassland,41.1,7.3,SW,Autumn,6597501,33605674.87,4
usa_1754,10/18/2024,USA,Chicago,19.6,86,136.8,233,None,Koeppen-A,Temperate,Tundra,23.9,35.7,N,Autumn,9526730,96965968.14,5
usa_1755,10/19/2024,USA,Chicago,1.8,100,75.1,420,Drought,Koeppen-A,Temperate,Tundra,6.8,31.5,NE,Autumn,6115018,93755129.18,5
usa_1756,10/20/2024,USA,Chicago,6.8,17,181.1,439,None,Koeppen-B,Temperate,Forest,7.7,30.1,W,Autumn,666784,63828358.84,6
usa_1757,10/21/2024,USA,Chicago,22.6,40,90.4,279,Drought,Koeppen-C,Temperate,Forest,24.6,14.2,N,Autumn,8747446,18955230.43,2
usa_1758,10/22/2024,USA,Chicago,4.5,26,123.9,488,None,Koeppen-A,Temperate,Tundra,5.8,3.6,E,Autumn,606569,86274125.08,8
usa_1759,10/23/2024,USA,Chicago,21.4,43,50.1,132,None,Koeppen-B,Temperate,Grassland,23.5,17.4,SE,Autumn,4953584,39962719.62,10
usa_1760,10/24/2024,USA,Chicago,17.5,40,121.6,192,Heatwave,Koeppen-D,Temperate,Desert,19.5,1.2,SW,Autumn,7535040,65260954.38,8
usa_1761,10/25/2024,USA,Chicago,32.8,92,129.8,395,Hurricane,Koeppen-B,Temperate,Wetland,37.4,20.1,N,Autumn,2326830,8390742.75,9
usa_1762,10/26/2024,USA,Chicago,30.2,53,145.4,353,None,Koeppen-C,Temperate,Grassland,32.9,0.6,NE,Autumn,3937263,83447754.06,9
usa_1763,10/27/2024,USA,Chicago,11.8,57,82.2,237,None,Koeppen-B,Temperate,Wetland,14.7,25.6,SW,Autumn,3123385,26674258.38,8
usa_1764,10/28/2024,USA,Chicago,2,16,19,110,None,Koeppen-A,Temperate,Desert,2.8,10.5,NE,Autumn,9987529,34728085.69,2
usa_1765,10/29/2024,USA,Chicago,43.8,88,139.5,73,None,Koeppen-B,Temperate,Forest,48.2,27.3,S,Autumn,9120086,75653243.75,6
usa_1766,10/30/2024,USA,Chicago,10.3,40,46.1,439,Heatwave,Koeppen-D,Temperate,Desert,12.3,39.1,S,Autumn,3660701,47322718.75,2
